ABN|FundName|USI|ProductName|ContributionRestrictions|From|To
60011328775|The Trustee for VAMOS RETIREMENT FUND|60011328775001|Vamos Retirement Fund|N|2019-05-07|9999-12-31
60123005760|MILLS SUPER FUND|60123005760001|Mills Super Fund|N|2013-07-01|9999-12-31
60137295229|JAN ORLICZ PRIVATE SUPERANNUATION FUND|60137295229001|Jan Orlicz Private Superannuation Fund|N|2013-07-01|9999-12-31
60166193966|R J & P D STEAR PRIVATE SUPERANNUATION FUND|60166193966001|R J & P D Stear Private Superannuation Fund|N|2013-07-01|9999-12-31
60189400839|FAY KELLY SUPERANNUATION FUND|60189400839001|Fay Kelly Superannuation Fund|N|2013-07-01|9999-12-31
60225914575|APPS FAMILY SUPERANNUATION FUND|60225914575001|Apps Family Superannuation Fund|N|2013-07-01|9999-12-31
60265360279|KEMP SUPERANNUATION FUND|60265360279001|Kemp Superannuation Fund|N|2013-07-01|9999-12-31
60270563412|MAY AND GRAHAM AUSTIN SUPERANNUATION FUND|60270563412001|May And Graham Austin Superannuation Fund|N|2013-07-01|9999-12-31
60281176226|The Trustee for D & J Ashley Superannuation Fund|60281176226001|D & J ASHLEY SUPERANNUATION FUND|N|2013-07-01|9999-12-31
60346078879|THE TRUSTEE FOR LEGALSUPER|LIS0001AU|legalsuper Pension|Y|2016-03-10|9999-12-31
60346078879|THE TRUSTEE FOR LEGALSUPER|LIS0002AU|legalsuper Guaranteed Income Account|Y|2016-07-01|9999-12-31
60346078879|THE TRUSTEE FOR LEGALSUPER|LIS0100AU|legalsuper|N|2013-07-01|9999-12-31
60361319700|VAN DER BRINK RETIREMENT FUND|60361319700001|Van Der Brink Retirement Fund|N|2013-07-01|9999-12-31
60482337177|J R & N G PATIENCE PRIVATE SUPERANNUATION FUND|60482337177001|J R & N G Patience Private Superannuation Fund|N|2013-07-01|9999-12-31
60510833279|HEMSLEY SUPERANNUATION FUND|60510833279001|Hemsley Superannuation Fund|N|2013-07-01|9999-12-31
60524910248|The Trustee for W & P Jones Private Superannuation Fund|60524910248001|W & P Jones Private Superannuation Fund|N|2013-07-01|9999-12-31
60532453567|THE CROWN EMPLOYEES NSW FIRE BRIGADES DEATH AND DISABILITY SUPERANNUATION|60532453567001|NSW Fire Brigades Firefighting Staff Death and Disability Superannuation Fund|Y|2013-07-01|9999-12-31
60562335823|The Trustee for PRIME SUPER|60562335823001|Prime Super|N|2013-07-01|9999-12-31
60562335823|The Trustee for PRIME SUPER|60562335823002|Prime Super Income Stream|Y|2016-08-26|9999-12-31
60563425435|A J REUTENS PRIVATE ALLOCATED PENSION FUND|60563425435001|A J Reutens Private Allocated Pension Fund|N|2013-07-01|9999-12-31
60568527323|MAISRY ELSPETH BROWNE PRIVATE SUPERANNUATION FUND|60568527323001|Maisry Elspeth Browne Private Superannuation Fund|N|2013-07-01|2019-06-30
60613728929|DEBRA JAMES SUPERANNUATION FUND|60613728929001|Debra James Superannuation Fund|N|2013-07-01|9999-12-31
60729106075|J E TAAFFE PRIVATE SUPERANNUATION FUND|60729106075001|J E Taaffe Private Superannuation Fund|N|2013-07-01|2019-06-30
60779590535|FITZJOHN SUPERANNUATION FUND|60779590535001|Fitzjohn Superannuation Fund|N|2013-07-01|9999-12-31
60785202604|THE JOHN PHILLIPS PRIVATE SUPERANNUATION FUND|60785202604001|The John Phillips Private Superannuation Fund|N|2013-07-01|9999-12-31
60890100671|B I & L J WYLIE PRIVATE SUPERANNUATION FUND|60890100671001|B I & L J Wylie Private Superannuation Fund|N|2013-07-01|2019-06-30
60894494624|The trustee for The Friedman Family Super Fund|60894494624001|The Friedman Family Super Fund|N|2014-06-02|9999-12-31
60905115063|QSUPER|60905115063001|QSuper|N|2015-02-23|9999-12-31
60905115063|QSUPER|60905115063002|QSuper|N|2015-02-23|9999-12-31
60910190523|The trustee for HUB24 SUPER FUND|60910190523001|HUB24 Super Fund|N|2013-07-01|9999-12-31
60912895291|WINNETT GRAY SUPERANNUATION FUND|60912895291001|Winnett Gray Superannuation Fund|N|2013-07-01|9999-12-31
60919654914|I R STOCKWELL PRIVATE SUPERANNUATION FUND|60919654914001|I R Stockwell Private Superannuation Fund|N|2013-07-01|2019-06-30
60929129473|The Trustee for KEELE SUPERANNUATION FUND|60929129473001|Keele Superannuation Fund|N|2013-07-01|9999-12-31
60992406236|The Trustee for Graeme and Maureen Lane Private Superannuation Fund|60992406236001|Graeme and Maureen Lane Private Superannuation Fund|N|2015-11-30|9999-12-31
60998830573|RICHARD & JANICE STEEN PRIVATE SUPERANUATION FUND|60998830573001|Richard & Janice Steen Private Superanuation Fund|N|2013-07-01|9999-12-31
61015510783|HOPWOOD SUPERANNUATION FUND|61015510783001|Hopwood Superannuation Fund|N|2013-07-01|9999-12-31
61144760318|M H STEVENS PRIVATE SUPERANNUATION FUND|61144760318001|M H Stevens Private Superannuation Fund|N|2013-07-01|9999-12-31
61179283058|LAMB PRIVATE SUPERANNUATION FUND|61179283058001|Lamb Private Superannuation Fund|N|2013-07-01|9999-12-31
61328176243|THE A BURNS PRIVATE PENSION FUND|61328176243001|The A Burns Private Pension Fund|N|2013-07-01|9999-12-31
61382348794|DEUXPATTE SUPER FUND|61382348794001|Deuxpatte Super Fund|N|2013-07-01|9999-12-31
61393551435|ROBERT BURNS SUPERANNUATION FUND|61393551435001|Robert Burns Superannuation Fund|N|2013-07-01|9999-12-31
61405402917|M F PARKER PRIVATE SUPERANNUATION FUND|61405402917001|M F Parker Private Superannuation Fund|N|2013-07-01|9999-12-31
61474512058|JAMES ERIC HUGHES SUPERANNUATION FUND|61474512058001|James Eric Hughes Superannuation Fund|N|2013-07-01|9999-12-31
61612865884|THE R AND E DEAN PRIVATE SUPER FUND|61612865884001|The R And E Dean Private Super Fund|N|2013-07-01|9999-12-31
61624008450|I G SANDERS SUPER FUND|61624008450001|I G Sanders Super Fund|N|2013-07-01|9999-12-31
61631792587|FIRST DUNEDIN SUPERANNUATION FUND|61631792587001|First Dunedin Superannuation Fund|N|2013-07-01|9999-12-31
61673113447|MOYLE SUPERANNUATION FUND|61673113447001|MOYLE SUPERANNUATION FUND|N|2015-09-02|9999-12-31
61689137094|Kieran Sinclair Superannuation Fund|61689137094001|Kieran Sinclair Superannuation Fund|N|2016-01-21|9999-12-31
61755329441|RAY SMITH SUPERANNUATION FUND|61755329441001|Ray Smith Superannuation Fund|N|2013-07-01|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263001|OneCare Super|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263002|ANZ Traditional|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263003|OnePath Plus Personal Super|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263004|OnePath Traditional|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263005|World of Protection & Heritage|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263006|ANZ Cloas Heritage|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263007|OnePath Flexible Retirement & Guaranteed Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263022|OnePath Integra Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263051|PortfolioOne Superannuation Service|N|2014-11-03|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263052|PortfolioOne Pension Service|Y|2014-07-01|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263089|PortfolioOne Term Allocated Pension|Y|2014-07-01|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263180|Grow Wrap Superannuation Service (including client-branded products)|N|2016-04-18|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|61808189263181|Grow Wrap Pension Service (including client-branded products)|Y|2016-04-18|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0074AU|ANZ Personal Superannuation Bond|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0265AU|ANZ Super Advantage|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0266AU|ANZ Allocated Pension (AP)|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0323AU|ANZ OneAnswer Allocated Pension - Entry Fee|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0324AU|ANZ OneAnswer Allocated Pension - Nil Entry Fee|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0325AU|ANZ OneAnswer Personal Super - Entry Fee|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0326AU|ANZ OneAnswer Personal Super - Nil Entry Fee|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|ANZ0660AU|ANZ OneAnswer Term Allocated Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|LEF0054AU|OptiMix Term Allocated Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|LEF0160AU|OptiMix Superannuation|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|LEF0161AU|OptiMix Allocated Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF0146AU|Integra Super|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF0333AU|OneAnswer Frontier Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF0334AU|OneAnswer Frontier Personal Super|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF0743AU|OneAnswer Term Allocated Pension|Y|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF2076AU|ANZ Smart Choice Super|N|2019-04-13|9999-12-31
61808189263|The Trustee for RETIREMENT PORTFOLIO SERVICE|MMF2077AU|ANZ Smart Choice Pension|Y|2019-04-13|9999-12-31
61819549394|The trustee for Douglas Family Super Fund|61819549394001|Douglas Family Super Fund|N|2013-07-01|9999-12-31
61841973116|THE PETER SANDERY PRIVATE SUPERANNUATION FUND|61841973116001|The Peter Sandery Private Superannuation Fund|N|2013-07-01|2019-06-30
61872066560|L R LEPLEY PRIVATE ALLOCATED PENSION FUND|61872066560001|L R Lepley Private Allocated Pension Fund|N|2013-07-01|9999-12-31
61884634126|JULIE A DAVIES PRIVATE SUPERANNUATION FUND|61884634126001|Julie A Davies Private Superannuation Fund|N|2013-07-01|9999-12-31
61893266166|KARL SCHNOOR PRIVATE SUPER FUND|61893266166001|Karl Schnoor Private Super Fund|N|2013-07-01|9999-12-31
61904088554|The Trustee for M A Carmody Private Superannuation Fund|61904088554001|M A Carmody Private Superannuation Fund|N|2013-07-01|2019-06-30
61919520879|SANDRA M COMTE SUPERANNUATION FUND|61919520879001|Sandra M Comte Superannuation Fund|N|2013-07-01|9999-12-31
61929107845|THE TRUSTEE FOR LEGISLATIVE ASSEMBLY MEMBERS SUPERANNUATION TRUST|61929107845001|The Legislative Assembly Members' Superannuation Scheme|Y|2013-07-01|9999-12-31
62002508630|THOMSON FAMILY SUPERANNUATION FUND|62002508630001|Thomson Family Superannuation Fund 1|N|2013-07-01|9999-12-31
62039081043|The Trustee for KALGOORLIE MINE MANAGEMENT SUPERANNUATION FUND|62039081043001|Kalgoorlie Mine Management Superannuation Fund|N|2015-08-25|9999-12-31
62040235352|THE WILLOW TREE FUND|62040235352001|The Willow Tree Fund|N|2013-07-01|9999-12-31
62098254027|PJ HILLE PRIVATE SUPER FUND|62098254027001|Pj Hille Private Super Fund|N|2013-07-01|9999-12-31
62120068110|MALCOLM MCKAY PRIVATE SUPER FUND|62120068110001|Malcolm McKay Private Superannuation Fund|N|2013-07-01|9999-12-31
62128948118|GREG SMITH SUPERANNUATION FUND|62128948118001|Greg Smith Superannuation Fund|N|2013-07-01|9999-12-31
62202288045|WARNE SUPERANNUATION FUND|62202288045001|Warne Superannuation Fund|N|2013-07-01|9999-12-31
62295457205|MCFADDEN SUPERANNUATION FUND|62295457205001|Mcfadden Superannuation Fund|N|2013-07-01|9999-12-31
62320991380|G SENDECKY PRIVATE SUPER FUND|62320991380001|G Sendecky Private Super Fund|N|2013-07-01|9999-12-31
62359736693|THE TRUSTEE FOR PB & CA HALL SUPERANNUATION FUND|62359736693001|PB & CA Hall Superannuation Fund|N|2015-11-30|9999-12-31
62374874800|A J MURPHY SUPERANNUATION FUND|62374874800001|A J Murphy Superannuation Fund|N|2013-07-01|9999-12-31
62386650164|CHATFIELD SUPERANNUATION FUND|62386650164001|Chatfield Superannuation Fund|N|2013-07-01|9999-12-31
62483988274|PRESTRIDGE SUPERANNUATION FUND|62483988274001|Prestridge Superannuation Fund|N|2013-07-01|9999-12-31
62613549798|The Trustee for AHCHOW FAMILY SUPER FUND|62613549798001|Ahchow Family Super Fund|N|2013-07-01|9999-12-31
62653671394|The Trustee for RETAIL EMPLOYEES SUPERANNUATION TRUST|RES0101AU|Rest Select|N|2013-07-01|9999-12-31
62653671394|The Trustee for RETAIL EMPLOYEES SUPERANNUATION TRUST|RES0102AU|Rest Pension|Y|2017-03-08|9999-12-31
62653671394|The Trustee for RETAIL EMPLOYEES SUPERANNUATION TRUST|RES0103AU|Rest Super|N|2013-07-01|9999-12-31
62653671394|The Trustee for RETAIL EMPLOYEES SUPERANNUATION TRUST|RES0104AU|Acumen|N|2013-07-01|9999-12-31
62688402585|MORETTI PRIVATE SUPER FUND|62688402585001|Moretti Private Super Fund|N|2013-07-01|9999-12-31
62702981041|T C TOMLINSON PTY LTD SUPERANNUATION BENEFITS FUND|62702981041001|T C TOMLINSON PTY LTD SUPERANNUATION BENEFITS FUND|N|2013-07-01|2019-06-30
62816037665|RR HIELD SUPERANNUATION FUND|62816037665001|RR Hield Superannuation Fund|N|2016-10-17|9999-12-31
62839641136|YATES PRIVATE SUPER FUND|62839641136001|Yates Private Super Fund|N|2013-07-01|9999-12-31
63055964941|P G MILLS PRIVATE SUPERANNUATION FUND|63055964941001|P G Mills Private Superannuation Fund|N|2013-07-01|9999-12-31
63074517046|K N & C K THOMPSON PRIVATE SUPERANNUATION FUND|63074517046001|K N & C K Thompson Private Superannuation Fund|N|2013-07-01|9999-12-31
63077922664|The Trustee for Amigos Superannuation Fund|63077922664001|Amigos Superannuation Fund|N|2013-07-01|9999-12-31
63087372998|LES SHACKLETON SUPER FUND|63087372998001|Les Shackleton Super Fund|N|2013-07-01|9999-12-31
63133557492|IAN HAYES SUPERANNUATION FUND|63133557492001|Ian Hayes Superannuation Fund|N|2013-07-01|9999-12-31
63173271436|L G DAVIS SUPER FUND|63173271436001|L G Davis Super Fund|N|2013-07-01|2019-06-30
63284877108|P O & J FARDON PRIVATE SUPERANNUATION FUND|63284877108001|P O & J Fardon Private Superannuation Fund|N|2013-07-01|2019-06-30
63315046341|The Trustee for Keith Hall Super Fund|63315046341001|Keith Hall Super Fund|N|2013-07-01|9999-12-31
63396731498|DIAMOND SUPERANNUATION FUND|63396731498001|Diamond Superannuation Fund|N|2016-06-08|9999-12-31
63650017866|STONE SUPERANNUATION FUND|63650017866001|Stone Superannuation Fund|N|2013-12-20|9999-12-31
63809464504|PARRY FAMILY SUPERANNUATION FUND|63809464504001|Parry Family Superannuation Fund|N|2013-07-01|9999-12-31
63817383776|THE MORRISON SUPERANNUATION FUND|63817383776001|The Morrison Superannuation Fund|N|2014-05-20|2019-06-30
63822452346|Day Retirement Fund|63822452346001|Day Retirement Fund|N|2013-07-01|9999-12-31
63872265294|DOUBLE D SUPERANNUATION FUND|63872265294001|Double D Superannuation Fund|N|2018-06-28|9999-12-31
63883899114|JOHN FREDERICK CHURCH SUPERANNUATION F|63883899114001|John Frederick Church Superannuation Fund|N|2013-07-01|9999-12-31
63929829343|MAY FAMILY SUPERANNUATION FUND|63929829343001|May Family Superannuation Fund|N|2013-07-01|9999-12-31
63931528172|G M & K B SEIPOLT PRIVATE SUPERANNUATION FUND|63931528172001|G M & K B Seipolt Private Superannuation Fund|N|2013-07-01|9999-12-31
63958693623|PETCHELL SUPERANNUATION FUND|63958693623001|Petchell Superannuation Fund|N|2013-07-01|9999-12-31
64019678722|G R & D P AGNEW SUPERANNUATION FUND|64019678722001|G R & D P Agnew Superannuation Fund|N|2013-07-01|9999-12-31
64059739939|QCARE SUPERFUND|64059739939001|Qcare Superfund|N|2013-07-01|2019-06-30
64127785485|The Trustee for Jenny Moss Super Fund|64127785485001|Jenny Moss Super Fund|N|2016-01-29|9999-12-31
64134338510|MINAHAN FAMILY SUPERANNUATION FUND|64134338510001|Minahan Family Superannuation Fund|N|2013-07-01|9999-12-31
64318160153|The Trustee for Peter Scholer Superannuation Fund|64318160153001|Peter Scholer Superannuation Fund|N|2013-07-01|9999-12-31
64321578801|RAY WILLIAMS SUPERANNUATION FUND|64321578801001|Ray Williams Superannuation Fund|N|2013-07-01|9999-12-31
64322090181|The Trustee for ENERGY INDUSTRIES SUPERANNUATION SCHEME POOL B|EIS0105AU|EISS Super Retirement Scheme (Pool B)|N|2013-07-01|9999-12-31
64322090181|The Trustee for ENERGY INDUSTRIES SUPERANNUATION SCHEME POOL B|EIS0106AU|EISS Super Defined Benefit Scheme (Pool B)|N|2013-07-01|9999-12-31
64397332421|KUZICH SUPERANNUATION FUND|64397332421001|Kuzich Superannuation Fund|N|2013-07-01|9999-12-31
64404762868|CRAWFORD SUPERANNUATION FUND|64404762868001|Crawford Superannuation Fund|N|2013-07-01|9999-12-31
64406685495|EDNA BIRD SUPERANNUATION FUND|64406685495001|Edna Bird Superannuation Fund|N|2013-07-01|9999-12-31
64531326346|THE IA & CAR CREED SUPER FUND|64531326346001|The Ia & Car Creed Super Fund|N|2013-07-01|9999-12-31
64536721503|P A & D V SMITH PRIVATE SUPERANNUATION FUND|64536721503001|P A & D V Smith Private Superannuation Fund|N|2013-07-01|9999-12-31
64557758018|DICKSON FAMILY SUPER FUND|64557758018001|Dickson Family Superannuation Fund|N|2013-07-01|9999-12-31
64563356970|The Trustee for NORTHERN TERRITORY POLICE SUPPLEMENTARY BENEFIT SCHEME|64563356970001|The Northern Territory Police Supplementary Benefit Scheme|Y|2013-07-01|9999-12-31
64573944621|J M CRAWFORD P S F|64573944621001|J M Crawford P S F|N|2013-07-01|9999-12-31
64641864843|The Trustee for L & H GROUP SUPERANNUATION FUND|64641864843001|L&H Group Superannuation Fund|N|2014-10-30|9999-12-31
64773563758|The Trustee for Laurence Byrne Super Fund|64773563758001|Laurence Byrne Super Fund|N|2013-07-01|9999-12-31
64860058032|TIMBRE MUSIC SUPERANNUATION FUND|64860058032001|Timbre Music Superannuation Fund|N|2013-07-01|9999-12-31
64926374924|THE NOTT AND JONES PRIVATE SUPERANNUATION FUND|64926374924001|The Nott And Jones Private Superannuation Fund|N|2013-07-01|9999-12-31
64937970247|THE G & C KNOTT SUPERANNUATION FUND|64937970247001|The G & C Knott Superannuation Fund|N|2013-07-01|9999-12-31
64971749321|The Trustee for Health Employees Superannuation Trust Australia (HESTA)|HST0001AU|HESTA Income Stream|Y|2014-07-01|9999-12-31
64971749321|The Trustee for Health Employees Superannuation Trust Australia (HESTA)|HST0100AU|HESTA Super|N|2014-08-11|9999-12-31
65092866589|P J & D M IRELAND FAMILY SUPER FUND|65092866589001|P J & D M Ireland Family Super Fund|N|2013-07-01|2019-06-30
65127917725|THE TRUSTEE FOR PUBLIC SECTOR SUPERANNUATION ACCUMULATION PLAN|65127917725001|Public Sector Superannuation Accumulation Plan|Y|2014-07-01|9999-12-31
65127917725|THE TRUSTEE FOR PUBLIC SECTOR SUPERANNUATION ACCUMULATION PLAN|65127917725002|Commonwealth Superannuation Corporation Retirement Income|Y|2014-07-01|9999-12-31
65214722649|P & H DAVISON PRIVATE SUPER FUND|65214722649001|P & H Davison Private Super Fund|N|2013-07-01|2019-06-30
65259931920|MILNE FAMILY SUPER FUND|65259931920001|Milne Family Super Fund|N|2013-07-01|2019-06-30
65422159885|The Trustee for The M & D Sands Private Superfund|65422159885001|The M & D Sands Private Superfund|N|2013-07-01|9999-12-31
65437675760|BULL FAMILY SUPER FUND|65437675760001|Bull Family Super Fund|N|2013-07-01|9999-12-31
65494929131|B c Mahoney Super Fund|65494929131001|B C Mahoney Super Fund|N|2013-07-01|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106031|Macquarie Super Manager (including client branded products)|N|2014-11-03|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106032|Macquarie Pension Manager (including client branded products)|Y|2014-07-01|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106041|Macquarie Super Accumulator|N|2014-11-03|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106063|SuperOptions Super Plan|N|2014-11-03|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106064|SuperOptions Pension Plan|Y|2014-08-08|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106087|SuperOptions Term Allocated Pension|Y|2014-08-08|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106088|Term Allocated Pension Manager|Y|2014-07-01|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106172|Macquarie Super Consolidator (including client branded products)|N|2014-11-03|9999-12-31
65508799106|The Trustee for MACQUARIE SUPERANNUATION PLAN|65508799106173|Macquarie Pension Consolidator (including client branded products)|Y|2014-07-01|9999-12-31
65524608470|GRAEME CAPP PRIVATE SUPER FUND|65524608470001|Graeme Capp Private Super Fund|N|2013-07-01|9999-12-31
65540998695|The Trustee for F N GREENLAND SUPER FUND ACCOUNT|65540998695001|F N Greenland Super Fund Account|N|2013-07-01|9999-12-31
65546653068|The Trustee for JAMESTRONG PACKAGING AUSTRALIA SUPERANNUATION FUND|65546653068001|JAMESTRONG PACKAGING AUSTRALIA SUPERANNUATION FUND|Y|2013-07-01|9999-12-31
65617793467|The trustee for N Borg Private Super Fund|65617793467001|N Borg Private Super Fund|N|2013-07-01|9999-12-31
65618746724|SEARL FAMILY SUPERANNUATION|65618746724001|Searl Family Superannuation Fund|N|2013-07-01|9999-12-31
65657563058|B R DUNN FAMILY SUPERANNUATION FUND|65657563058001|B R Dunn Family Superannuation Fund|N|2013-07-01|9999-12-31
65698438709|The Trustee for The Lamond Superannuation Fund|65698438709001|The Lamond Superannuation Fund|N|2013-07-01|9999-12-31
65704511371|The Trustee for INTRUST SUPERANNUATION FUND|65704511371000|Intrust Pension|Y|2016-03-11|9999-12-31
65704511371|The Trustee for INTRUST SUPERANNUATION FUND|HPP0100AU|Intrust Super|N|2013-07-01|9999-12-31
65714394898|The Trustee for AUSTRALIANSUPER|STA0002AU|AustralianSuper Pension|Y|2014-07-01|9999-12-31
65714394898|The Trustee for AUSTRALIANSUPER|STA0100AU|AustralianSuper|N|2014-12-01|9999-12-31
65741686887|KEN HOLMAN PRIVATE SUPERANNUATION FUND|65741686887001|Ken Holman Private Superannuation Fund|N|2013-07-01|9999-12-31
65746920282|The Trustee for CUP SUPERANNUATION FUND|65746920282001|Cup Superannuation Fund|N|2013-07-01|9999-12-31
65895498274|Oates Family Superannuation Fund|65895498274001|Oates Family Superannuation Fund|N|2013-07-01|9999-12-31
65901023241|THE TRUSTEE FOR ENDAU TIGA FUND|65901023241001|Endau Tiga Fund|N|2016-03-17|9999-12-31
65998315338|THE SCHWARTZ SUPERANNUATION FUND|65998315338001|The Schwartz Superannuation Fund|N|2013-07-01|9999-12-31
66107911879|E Y DARBY PRIVATE SUPERANNUATION FUND|66107911879001|E Y Darby Private Superannuation Fund|N|2013-07-01|9999-12-31
66176836805|The Trustee for Killen Superannuation Fund|66176836805001|Killen Superannuation Fund|N|2013-07-01|9999-12-31
66198737385|DJ MCNAMARA PRIVATE SUPER FUND|66198737385001|DJ Mcnamara Private Super Fund|N|2013-07-01|9999-12-31
66322701141|R H & V M BILLING PRIVATE SUPER FUND|66322701141001|R H & V M Billing Private Super Fund|N|2013-07-01|9999-12-31
66326164209|DAVTRIC SUPER FUND|66326164209001|Davtric Superannuation Fund|N|2013-07-01|9999-12-31
66338755724|The Trustee for Lossiemouth Superannuation Fund|66338755724001|Lossiemouth Superannuation Fund|N|2013-07-01|9999-12-31
66345307873|THE PAT RUSSELL SUPERANNUATION FUND|66345307873001|The Pat Russell Superannuation Fund|N|2013-07-01|9999-12-31
66388921627|DAVID MATHER SUPERANNUATION FUND|66388921627001|David Mather Private Approved Deposit Fund|N|2013-07-01|9999-12-31
66390487913|G & JM WESTERBERG SUPER FUND|66390487913001|G & JM Westerberg Super Fund|N|2013-07-01|9999-12-31
66397838636|The Trustee for JOCE Superannuation Fund|66397838636001|JOCE Superannuation Fund|N|2013-07-01|9999-12-31
66409234693|KENNETH D ALLAN SUPERANNUATION FUND|66409234693001|Kenneth D Allan Superannuation Fund|N|2013-07-01|9999-12-31
66451800118|JUDITH LILY HINCHLIFFE PERSONAL PENSIO|66451800118001|Judith Lily Hinchliffe Personal Pension Fund|N|2013-07-01|9999-12-31
66478135600|KEN ATCHISON PRIVATE SUPERANNUATION FUND|66478135600001|Ken Atchison Private Superannuation Fund|N|2013-07-01|9999-12-31
66628776348|Christian Super|CHR0001AU|Christian Super|N|2013-07-01|9999-12-31
66628776348|Christian Super|CHR0002AU|Christian Super Pension|Y|2016-02-19|9999-12-31
66675536563|J MARTH SUPERANNUATION FUND|66675536563001|J Marth Superannuation Fund|N|2013-07-01|9999-12-31
66693247974|THE F C DOBBIN SUPERANNUATION FUND|66693247974001|The F C Dobbin Superannuation Fund|N|2013-07-01|2019-06-30
66697435928|JOHN MALCOLM HELDER PRIVATE SUPER FUND|66697435928001|John Malcolm Helder Private Super Fund|N|2013-07-01|9999-12-31
66705181607|The Trustee for Bridges Super Fund|66705181607001|BRIDGES SUPER FUND|N|2013-07-01|9999-12-31
66732782622|MCWILLIAMS SUPERANNUATION FUND|66732782622001|McWilliams Superannuation Fund|N|2013-07-01|9999-12-31
66792494710|SHANE KEANE SUPER FUND|66792494710001|Shane Keane Super Fund|N|2013-07-01|9999-12-31
66796958350|O'KEEFE FAMILY SUPER FUND|66796958350001|O'keefe Family Super Fund|N|2013-07-01|9999-12-31
66817420677|FINLAYSON FAMILY PRIVATE SUPER FUND|66817420677001|Finlayson Family Private Super Fund|N|2013-07-01|9999-12-31
66912273864|The Trustee for LEES FAMILY SUPERANNUATION FUND|66912273864001|Lees Family Superannuation Fund|N|2013-07-01|9999-12-31
66926783670|KRAMER & GASSMANN SUPER FUND|66926783670001|Kramer & Gassmann Super Fund|N|2013-07-01|9999-12-31
67021797760|F J PRIBIL PRIVATE SUPERFUND|67021797760001|F J Pribil Private Superfund|N|2013-07-01|9999-12-31
67153432388|JACQUELINE ROBERTS SUPERANNUATION FUND|67153432388001|Jacqueline Roberts Superannuation Fund|N|2013-07-01|2019-06-30
